name,category,season,current_price,cost,discount_percent,rating,review_count,views,add_to_cart,sales_volume,stock_level,conversion_rate,margin_percent,commercial_success,competitive_price
Produs Toys 840,Toys,promo,100.37,54.24,5,4.2,89,235,23,8,38,3.4,45.96,0,109.24
Produs Books 10,Books,holiday,62.14,40.07,0,4.2,187,2465,246,107,41,4.34,35.52,1,72.94
Produs Beauty 853,Beauty,promo,207.67,113.16,0,4.1,114,1256,125,49,77,3.9,45.51,0,216.34
Produs Garden 1107,Garden,offseason,47.21,29.2,0,4.0,9,1676,167,56,61,3.34,38.14,0,54.39
Produs Home 1069,Home,holiday,234.01,166.43,0,4.1,108,1985,198,56,52,2.82,28.88,0,241.88
Produs Home 699,Home,normal,111.71,91.6,25,4.0,73,1908,190,54,71,2.83,18.0,0,131.74
Produs Books 647,Books,promo,84.76,61.76,0,4.6,63,5962,596,220,110,3.69,27.13,0,95.79
Produs Home 184,Home,promo,464.42,298.99,10,4.5,359,786,78,25,48,3.18,35.62,1,560.99
Produs Electronics 1009,Electronics,holiday,106.67,63.45,15,3.6,173,1626,162,54,27,3.32,40.52,1,119.63
Produs Garden 409,Garden,holiday,211.13,139.73,20,3.4,34,639,63,19,60,2.97,33.82,0,233.58
Produs Beauty 986,Beauty,promo,181.33,116.23,10,4.0,56,3905,390,148,38,3.79,35.9,1,210.35
Produs Home 24,Home,holiday,98.42,65.23,0,3.8,1783,810,81,42,23,5.18,33.72,1,110.38
Produs Automotive 941,Automotive,normal,91.26,64.13,5,4.2,50,1602,160,54,31,3.37,29.73,0,109.84
Produs Garden 205,Garden,normal,112.96,87.88,20,4.0,173,7966,796,188,54,2.36,22.2,1,118.26
Produs Automotive 808,Automotive,promo,162.52,114.32,0,4.1,387,2783,278,54,48,1.94,29.66,0,178.51
Produs Health 97,Health,normal,76.2,41.83,0,4.2,505,283,28,12,55,4.24,45.11,0,84.06
Produs Toys 824,Toys,holiday,147.04,87.09,0,3.8,542,1577,157,68,1,4.31,40.77,1,170.81
Produs Sports 35,Sports,offseason,84.94,53.41,0,5.0,21,452,45,17,61,3.76,37.12,0,92.83
Produs Home 460,Home,holiday,600.0,271.74,0,4.3,102,646,64,21,56,3.25,54.71,0,683.62
Produs Home 1157,Home,normal,60.74,34.87,0,3.5,56,824,82,30,36,3.64,42.59,0,66.58
Produs Toys 150,Toys,promo,90.62,50.57,25,3.8,464,899,89,26,77,2.89,44.2,1,105.7
Produs Electronics 91,Electronics,holiday,175.08,106.61,15,4.3,580,2116,211,62,87,2.93,39.11,1,201.25
Produs Beauty 788,Beauty,normal,94.32,37.11,30,4.8,37,3212,321,160,88,4.98,60.66,1,115.11
Produs Electronics 471,Electronics,holiday,169.77,112.59,10,4.8,897,901,90,32,140,3.55,33.68,1,196.53
Produs Beauty 127,Beauty,normal,180.85,112.4,0,3.3,65,769,76,38,71,4.94,37.85,0,207.19
Produs Automotive 1066,Automotive,holiday,57.87,38.19,0,4.6,81,603,60,21,44,3.48,34.01,0,67.15
Produs Garden 44,Garden,offseason,83.59,58.63,0,4.5,55,1712,171,44,1,2.57,29.86,0,98.68
Produs Beauty 918,Beauty,holiday,82.01,49.64,5,4.1,174,1804,180,59,38,3.27,39.47,1,83.11
Produs Fashion 538,Fashion,promo,240.6,150.28,20,4.1,36,1678,167,48,51,2.86,37.54,0,280.67
Produs Electronics 889,Electronics,holiday,60.57,40.5,10,3.8,323,426,42,14,65,3.28,33.13,1,65.76
Produs Electronics 984,Electronics,offseason,130.28,69.76,0,4.2,363,916,91,36,56,3.93,46.45,0,138.45
Produs Books 933,Books,promo,67.46,41.8,0,4.3,1398,4468,446,164,55,3.67,38.03,1,72.32
Produs Health 669,Health,holiday,66.44,35.61,0,4.5,108,49,4,2,76,4.07,46.41,0,67.61
Produs Toys 502,Toys,normal,62.22,45.83,0,3.8,34,3305,330,117,19,3.54,26.34,0,72.74
Produs Garden 714,Garden,offseason,86.09,65.0,25,4.2,319,765,76,15,109,1.96,24.5,0,93.73
Produs Fashion 526,Fashion,holiday,72.46,34.67,0,2.8,2102,1566,156,55,28,3.51,52.15,1,74.96
Produs Toys 600,Toys,offseason,76.54,43.66,0,4.5,361,8510,851,297,60,3.49,42.96,1,89.18
Produs Fashion 815,Fashion,promo,285.17,178.32,0,4.2,113,4858,485,120,52,2.47,37.47,1,290.16
Produs Sports 1085,Sports,promo,60.79,44.81,0,4.9,11,266,26,7,12,2.63,26.28,0,66.43
Produs Beauty 1142,Beauty,offseason,63.92,32.06,10,3.9,68,1065,106,54,15,5.07,49.85,0,66.24
Produs Health 221,Health,promo,103.37,46.79,20,3.8,141,2549,254,91,50,3.57,54.74,1,113.74
Produs Toys 759,Toys,promo,65.53,28.73,0,4.0,1846,1645,164,64,50,3.89,56.15,1,72.09
Produs Health 713,Health,offseason,108.22,65.44,0,4.7,223,802,80,37,23,4.61,39.53,0,122.06
Produs Health 145,Health,normal,137.55,86.16,0,3.9,90,391,39,13,50,3.32,37.36,0,154.35
Produs Garden 486,Garden,offseason,113.11,76.0,15,4.0,209,903,90,30,56,3.32,32.81,0,131.16
Produs Toys 922,Toys,normal,171.66,125.83,0,4.5,722,837,83,31,55,3.7,26.7,1,208.41
Produs Electronics 628,Electronics,offseason,389.51,283.1,10,3.8,63,2507,250,83,104,3.31,27.32,0,442.26
Produs Toys 738,Toys,offseason,149.09,84.55,0,3.8,610,4817,481,185,15,3.84,43.29,1,180.05
Produs Sports 148,Sports,holiday,125.17,87.56,5,4.6,3326,557,55,21,46,3.77,30.05,1,146.13
Produs Sports 281,Sports,offseason,116.07,82.4,0,3.6,589,4449,444,105,63,2.36,29.01,1,130.65
Produs Home 645,Home,holiday,83.87,54.64,30,3.8,52,3503,350,110,67,3.14,34.85,1,90.87
Produs Toys 221,Toys,offseason,119.35,93.0,0,3.8,76,1432,143,56,42,3.91,22.08,0,141.83
Produs Home 1166,Home,promo,152.42,73.45,0,4.2,55,372,37,16,57,4.3,51.81,0,159.37
Produs Beauty 402,Beauty,promo,92.6,47.74,0,4.4,1966,557,55,17,63,3.05,48.44,0,111.75
Produs Automotive 718,Automotive,normal,178.43,123.83,0,4.0,286,394,39,17,1,4.31,30.6,0,197.68
Produs Beauty 70,Beauty,offseason,131.93,62.63,0,4.3,260,2857,285,118,37,4.13,52.53,1,141.22
Produs Electronics 129,Electronics,holiday,64.29,40.73,0,3.7,269,15215,1521,353,14,2.32,36.65,0,71.85
Produs Health 1194,Health,normal,190.43,92.7,0,4.7,272,1471,147,69,63,4.69,51.32,0,212.72
Produs Garden 633,Garden,normal,78.63,57.7,0,3.8,172,955,95,30,5,3.14,26.62,0,86.53
Produs Beauty 512,Beauty,promo,50.59,25.72,0,4.6,233,201,20,7,67,3.47,49.16,0,54.51
Produs Home 583,Home,holiday,83.66,48.61,20,4.1,355,453,45,19,22,4.19,41.9,0,90.05
Produs Health 324,Health,offseason,114.69,63.57,15,4.2,103,749,74,33,40,4.4,44.57,0,128.55
Produs Home 636,Home,promo,97.4,61.02,0,4.0,665,921,92,33,65,3.58,37.35,0,114.44
Produs Books 996,Books,promo,30.72,20.47,5,4.3,40,650,65,30,57,4.61,33.35,0,36.59
Produs Toys 325,Toys,holiday,81.45,55.21,25,4.0,258,677,67,24,50,3.54,32.22,1,87.91
Produs Beauty 1199,Beauty,normal,98.52,55.67,25,4.5,128,293,29,13,151,4.43,43.49,0,112.06
Produs Garden 1132,Garden,normal,89.15,56.7,0,4.3,70,1196,119,28,67,2.34,36.4,0,100.26
Produs Health 437,Health,normal,129.64,70.17,10,4.4,98,87,8,4,41,4.56,45.87,0,145.04
Produs Toys 674,Toys,holiday,209.96,131.81,0,3.9,87,11324,1132,496,77,4.38,37.22,1,218.38
Produs Health 61,Health,promo,52.87,33.71,15,4.1,22,447,44,18,25,4.02,36.24,0,59.99
Produs Garden 497,Garden,offseason,164.46,97.16,15,4.1,239,482,48,11,1,2.28,40.92,1,180.28
Produs Electronics 1187,Electronics,holiday,223.13,136.15,0,4.0,446,450,45,17,61,3.77,38.98,0,279.16
Produs Health 38,Health,promo,168.65,94.55,0,4.6,716,1235,123,54,70,4.37,43.94,1,200.72
Produs Automotive 948,Automotive,normal,132.5,75.59,0,3.8,497,875,87,12,32,1.37,42.95,0,155.85
Produs Automotive 859,Automotive,holiday,136.28,98.57,0,3.9,379,1133,113,39,2,3.44,27.67,0,151.31
Produs Beauty 778,Beauty,normal,73.18,39.36,25,4.6,414,2825,282,115,66,4.07,46.21,1,77.23
Produs Sports 515,Sports,promo,158.11,114.36,0,3.9,15,4316,431,158,49,3.66,27.67,0,177.06
Produs Automotive 1063,Automotive,holiday,278.38,181.7,15,4.4,159,202,20,4,66,1.98,34.73,0,300.08
Produs Home 648,Home,normal,65.73,41.16,0,4.3,114,205,20,7,50,3.4,37.38,0,72.34
Produs Automotive 127,Automotive,normal,153.28,115.63,0,4.0,171,1166,116,33,80,2.83,24.56,0,167.8
Produs Electronics 916,Electronics,holiday,62.72,40.87,0,4.2,272,464,46,19,56,4.09,34.84,0,70.71
Produs Beauty 106,Beauty,promo,198.43,116.78,10,4.3,1609,1374,137,65,57,4.73,41.15,1,211.2
Produs Toys 698,Toys,offseason,36.74,22.21,0,4.0,111,802,80,22,48,2.74,39.55,0,38.59
Produs Fashion 650,Fashion,normal,355.88,192.42,15,4.4,712,20000,2000,599,54,2.48,45.93,1,393.39
Produs Toys 686,Toys,normal,81.47,53.63,0,4.2,1341,2063,206,72,57,3.49,34.17,0,87.09
Produs Books 654,Books,promo,26.98,15.97,10,4.3,1261,606,60,29,54,4.78,40.8,1,30.52
Produs Automotive 621,Automotive,offseason,111.11,70.99,15,4.7,54,366,36,13,23,3.55,36.11,0,127.91
Produs Beauty 74,Beauty,promo,125.4,79.05,30,4.6,243,3183,318,142,68,4.46,36.96,1,153.31
Produs Sports 899,Sports,offseason,102.1,60.15,0,4.9,133,830,83,21,58,2.53,41.09,0,115.3
Produs Books 946,Books,holiday,46.75,33.0,0,5.0,953,1761,176,84,19,4.77,29.42,1,53.84
Produs Garden 130,Garden,offseason,66.64,37.09,0,4.2,2,15308,1530,372,105,2.43,44.34,1,70.41
Produs Fashion 397,Fashion,normal,68.27,39.02,0,4.2,941,2734,273,105,1,3.84,42.84,1,73.58
Produs Books 798,Books,holiday,68.96,54.73,0,4.5,955,942,94,38,81,4.03,20.64,1,82.42
Produs Beauty 199,Beauty,normal,127.39,72.05,30,4.5,896,611,61,25,43,4.09,43.44,1,139.87
Produs Books 616,Books,normal,84.35,53.47,0,3.8,1341,4234,423,213,111,5.03,36.61,1,90.2
Produs Fashion 959,Fashion,normal,127.84,47.89,15,4.5,183,2150,215,63,28,2.93,62.54,1,147.05
Produs Electronics 184,Electronics,offseason,63.44,39.79,0,4.3,181,626,62,23,76,3.67,37.28,0,72.49
Produs Toys 118,Toys,offseason,49.7,34.77,10,3.3,652,993,99,45,51,4.53,30.04,1,55.77
Produs Home 863,Home,normal,94.8,49.25,0,4.2,73,1654,165,45,83,2.72,48.05,0,101.68
Produs Health 301,Health,offseason,63.89,39.28,10,4.6,81,1854,185,56,15,3.02,38.52,0,67.6
Produs Toys 508,Toys,holiday,117.31,44.99,0,4.6,2186,1258,125,54,63,4.29,61.65,1,125.65
Produs Fashion 1164,Fashion,promo,194.26,129.8,0,4.1,119,1783,178,66,83,3.7,33.18,0,233.05
Produs Health 689,Health,offseason,46.42,29.46,10,4.3,181,1061,106,52,36,4.9,36.53,0,51.24
Produs Automotive 342,Automotive,promo,129.76,85.78,0,4.1,222,703,70,19,88,2.7,33.89,0,146.68
Produs Books 514,Books,normal,39.41,23.12,0,4.0,325,5734,573,289,82,5.04,41.34,1,40.8
Produs Home 968,Home,normal,54.57,26.85,0,3.7,360,450,45,16,43,3.55,50.8,0,56.82
Produs Health 796,Health,normal,89.88,46.7,0,4.5,341,921,92,34,26,3.69,48.04,0,103.55
Produs Books 604,Books,promo,80.07,65.66,0,5.0,64,1145,114,60,45,5.24,18.0,0,85.65
Produs Garden 121,Garden,offseason,88.62,65.25,10,3.5,125,518,51,11,41,2.12,26.37,0,107.34
Produs Fashion 257,Fashion,holiday,198.29,127.12,0,4.8,126,3277,327,118,94,3.6,35.89,1,235.59
Produs Garden 354,Garden,normal,208.3,145.23,10,4.8,272,1218,121,48,82,3.94,30.28,0,224.85
Produs Home 706,Home,normal,63.41,40.91,5,3.9,217,5235,523,200,55,3.82,35.48,1,70.55
Produs Beauty 762,Beauty,promo,55.71,37.81,0,4.5,115,1354,135,42,84,3.1,32.13,0,58.75
Produs Sports 193,Sports,holiday,117.99,56.14,15,3.7,98,1410,141,45,47,3.19,52.42,0,142.58
Produs Sports 92,Sports,promo,100.29,63.88,0,3.8,122,952,95,38,80,3.99,36.3,0,110.8
Produs Books 139,Books,promo,33.39,25.5,0,4.4,346,650,65,38,30,5.84,23.64,0,42.93
Produs Sports 1016,Sports,offseason,126.87,69.17,25,4.1,66,2599,259,91,46,3.5,45.48,1,132.37
Produs Sports 1070,Sports,offseason,209.08,134.04,15,3.8,26,8914,891,345,47,3.87,35.89,1,248.32
Produs Health 273,Health,holiday,145.79,73.3,5,4.0,47,2731,273,124,1,4.54,49.72,1,172.21
Produs Books 396,Books,offseason,104.65,56.35,0,4.4,388,912,91,50,44,5.48,46.15,1,117.26
Produs Automotive 570,Automotive,normal,99.43,71.04,0,4.3,208,2407,240,65,76,2.7,28.55,0,110.81
Produs Books 227,Books,holiday,53.05,32.0,15,4.2,356,1894,189,79,83,4.17,39.68,1,60.0
Produs Health 646,Health,holiday,63.49,35.78,0,4.1,47,1783,178,74,54,4.15,43.65,0,72.79
Produs Automotive 1167,Automotive,normal,111.8,63.92,0,4.2,42,865,86,20,35,2.31,42.83,0,120.24
Produs Health 119,Health,normal,86.7,36.58,5,4.3,17,3247,324,138,60,4.25,57.81,1,96.77
Produs Beauty 52,Beauty,holiday,152.99,92.79,20,3.7,227,845,84,35,1,4.14,39.35,0,166.9
Produs Fashion 777,Fashion,normal,125.53,43.41,0,4.2,11,2529,252,87,94,3.44,65.42,0,136.78
Produs Sports 273,Sports,holiday,36.44,25.05,20,5.0,45,1377,137,35,63,2.54,31.25,0,39.2
Produs Fashion 960,Fashion,normal,54.95,38.83,0,3.4,114,433,43,15,1,3.46,29.34,0,60.31
Produs Toys 51,Toys,holiday,55.45,22.78,10,4.4,24,3298,329,125,10,3.79,58.91,1,64.99
Produs Toys 727,Toys,promo,52.0,27.01,0,3.9,25,3908,390,111,56,2.84,48.06,0,57.03
Produs Health 908,Health,normal,47.67,28.15,10,4.6,204,1784,178,81,50,4.54,40.94,1,47.93
Produs Garden 618,Garden,normal,120.29,53.95,25,3.5,407,3117,311,82,43,2.63,55.15,1,136.34
Produs Garden 1181,Garden,normal,14.13,8.61,0,4.2,75,1716,171,52,26,3.03,39.07,0,14.83
Produs Fashion 890,Fashion,offseason,102.26,44.97,0,3.2,55,1411,141,60,49,4.25,56.02,0,110.99
Produs Automotive 23,Automotive,holiday,164.58,111.77,0,4.1,1280,1350,135,37,31,2.74,32.09,0,181.84
Produs Garden 876,Garden,normal,104.85,76.32,0,3.5,86,641,64,22,49,3.43,27.21,0,107.7
Produs Fashion 791,Fashion,promo,303.54,156.2,0,3.7,53,1827,182,74,27,4.05,48.54,0,332.75
Produs Automotive 749,Automotive,offseason,105.4,78.55,0,4.3,276,845,84,35,58,4.14,25.47,0,120.06
Produs Health 623,Health,holiday,42.84,25.33,0,4.4,150,1234,123,40,41,3.24,40.87,0,50.16
Produs Electronics 1052,Electronics,normal,84.94,69.65,0,5.0,1533,497,49,21,37,4.22,18.0,0,99.69
Produs Home 470,Home,normal,107.98,56.01,0,3.3,352,1673,167,44,5,2.63,48.13,0,120.39
Produs Health 360,Health,offseason,46.55,24.85,5,4.0,183,431,43,19,88,4.4,46.61,1,48.38
Produs Fashion 819,Fashion,offseason,133.67,89.97,15,4.3,106,2019,201,41,53,2.03,32.69,0,137.98
Produs Toys 841,Toys,holiday,307.69,158.55,0,4.2,90,9133,913,295,75,3.23,48.47,0,335.49
Produs Electronics 273,Electronics,holiday,113.21,60.78,15,4.2,163,354,35,14,72,3.95,46.31,0,127.57
Produs Beauty 843,Beauty,promo,41.73,22.91,15,4.3,243,1014,101,41,86,4.04,45.11,0,48.06
Produs Home 1164,Home,promo,85.41,40.37,0,4.0,25,2116,211,62,36,2.93,52.73,0,94.45
Produs Toys 1,Toys,holiday,419.0,220.6,0,3.8,83,2118,211,57,48,2.69,47.35,0,426.57
Produs Toys 343,Toys,promo,182.78,109.8,0,4.1,301,2920,292,99,56,3.39,39.93,0,216.19
Produs Toys 466,Toys,normal,77.82,51.88,0,4.5,92,306,30,10,51,3.26,33.33,0,83.12
Produs Electronics 1087,Electronics,promo,170.08,104.51,0,4.4,1919,603,60,19,99,3.15,38.55,0,182.79
Produs Beauty 274,Beauty,promo,83.21,43.15,0,4.6,53,1930,193,89,44,4.61,48.14,1,90.47
Produs Automotive 512,Automotive,promo,169.58,109.67,0,3.9,1108,1238,123,26,77,2.1,35.33,1,183.28
Produs Toys 721,Toys,holiday,102.96,73.01,0,4.3,81,1467,146,54,44,3.68,29.09,0,117.58
Produs Health 757,Health,holiday,68.39,33.81,0,3.9,44,805,80,34,7,4.22,50.57,0,72.65
Produs Beauty 987,Beauty,offseason,97.77,55.92,5,4.8,783,2904,290,106,86,3.65,42.8,1,120.39
Produs Garden 1023,Garden,offseason,119.46,60.89,0,3.7,41,2022,202,54,1,2.67,49.03,0,134.5
Produs Home 723,Home,normal,94.05,63.32,0,4.3,14,1553,155,48,19,3.09,32.67,0,101.06
Produs Health 661,Health,promo,30.07,14.37,30,3.8,192,2610,261,77,32,2.95,52.21,1,33.47
Produs Health 1153,Health,normal,62.62,37.24,0,4.7,98,878,87,34,47,3.87,40.53,0,74.12
Produs Sports 1032,Sports,promo,151.33,116.74,0,4.3,41,1167,116,48,57,4.11,22.86,0,168.62
Produs Toys 910,Toys,promo,152.88,95.32,0,3.7,1939,2197,219,89,39,4.05,37.65,1,165.18
Produs Toys 791,Toys,holiday,161.41,106.19,0,3.1,71,2462,246,98,61,3.98,34.21,0,191.42
Produs Automotive 433,Automotive,offseason,333.58,199.68,30,3.6,125,5000,500,136,11,2.72,40.14,1,366.9
Produs Health 138,Health,normal,144.01,99.77,10,4.8,111,2057,205,64,29,3.11,30.72,1,159.24
Produs Home 1110,Home,holiday,59.54,44.21,0,4.4,396,1200,120,27,105,2.25,25.74,0,65.12
Produs Toys 993,Toys,promo,65.05,33.58,10,4.1,283,2954,295,117,49,3.96,48.38,1,71.71
Produs Garden 168,Garden,normal,67.48,37.43,15,4.2,14,1407,140,39,89,2.77,44.53,0,72.05
Produs Garden 904,Garden,promo,224.49,85.06,15,4.9,195,8512,851,269,45,3.16,62.11,1,241.88
Produs Garden 789,Garden,offseason,32.93,20.52,10,4.3,178,944,94,24,78,2.54,37.68,0,36.49
Produs Fashion 1079,Fashion,holiday,88.4,51.78,15,4.1,80,482,48,19,59,3.94,41.43,0,105.78
Produs Health 758,Health,normal,43.66,26.03,0,4.4,183,681,68,27,67,3.96,40.37,0,49.7
Produs Home 325,Home,promo,151.5,124.23,0,4.1,72,212,21,6,9,2.83,18.0,0,171.22
Produs Beauty 549,Beauty,normal,106.06,56.17,20,5.0,28,956,95,46,21,4.81,47.04,1,109.53
Produs Electronics 733,Electronics,offseason,102.47,61.07,0,4.4,2685,2608,260,102,19,3.91,40.4,1,115.3
Produs Fashion 154,Fashion,normal,352.5,212.84,15,3.9,554,2522,252,85,12,3.37,39.62,1,415.33
Produs Garden 521,Garden,normal,40.95,22.42,0,4.1,10,1151,115,38,103,3.3,45.24,0,46.78
Produs Health 742,Health,holiday,69.54,47.94,0,3.6,322,1804,180,72,83,3.99,31.06,0,74.36
Produs Health 482,Health,normal,51.58,30.5,0,4.0,292,911,91,33,30,3.62,40.87,0,60.05
Produs Garden 880,Garden,holiday,111.76,84.61,25,4.5,73,10837,1083,207,40,1.91,24.29,1,122.91
Produs Fashion 263,Fashion,offseason,108.59,67.67,10,3.5,173,2949,294,87,20,2.95,37.68,0,113.76
Produs Toys 675,Toys,holiday,58.44,42.18,10,3.8,156,2452,245,64,50,2.61,27.83,0,63.02
Produs Garden 1157,Garden,offseason,172.65,121.94,5,3.1,80,4310,431,150,60,3.48,29.37,0,180.2
Produs Fashion 714,Fashion,holiday,105.66,64.74,0,4.3,87,2205,220,58,121,2.63,38.73,0,113.35
Produs Fashion 904,Fashion,normal,83.15,47.8,0,4.6,795,798,79,29,25,3.63,42.51,0,97.35
Produs Books 251,Books,holiday,55.15,35.19,0,4.2,321,446,44,25,43,5.6,36.19,0,62.08
Produs Beauty 145,Beauty,normal,35.56,14.44,0,3.8,936,719,71,38,1,5.28,59.39,0,37.79
Produs Garden 953,Garden,normal,37.63,19.64,5,4.6,92,824,82,31,13,3.76,47.8,1,41.06
Produs Beauty 491,Beauty,offseason,57.92,31.51,0,4.1,92,307,30,14,53,4.56,45.59,0,65.74
Produs Toys 69,Toys,promo,83.54,57.25,20,3.9,702,418,41,8,3,1.91,31.47,1,97.31
Produs Health 1198,Health,offseason,73.13,43.84,0,4.0,143,296,29,13,1,4.39,40.05,0,78.06
Produs Sports 249,Sports,offseason,191.57,143.41,0,4.0,322,6572,657,232,51,3.53,25.14,1,230.51
Produs Toys 101,Toys,offseason,80.91,58.47,10,3.5,627,6877,687,304,41,4.42,27.74,1,91.68
Produs Automotive 1122,Automotive,holiday,129.3,106.03,15,4.5,54,298,29,11,78,3.69,18.0,0,143.11
Produs Fashion 909,Fashion,promo,88.36,54.3,0,4.3,270,4921,492,156,89,3.17,38.55,1,98.62
Produs Beauty 305,Beauty,promo,35.78,18.17,15,4.7,139,751,75,36,29,4.79,49.22,1,35.96
Produs Automotive 178,Automotive,holiday,247.2,139.99,25,4.6,76,815,81,31,1,3.8,43.37,1,280.5
Produs Beauty 607,Beauty,normal,154.54,91.87,5,5.0,157,1612,161,75,50,4.65,40.55,1,172.74
Produs Home 272,Home,promo,145.41,82.43,0,3.6,900,3173,317,119,37,3.75,43.31,1,159.2
Produs Toys 581,Toys,promo,35.77,18.89,0,4.4,98,589,58,25,81,4.24,47.2,0,40.01
Produs Home 192,Home,holiday,110.63,59.05,0,4.4,731,557,55,16,34,2.87,46.62,1,137.18
Produs Sports 418,Sports,normal,180.93,110.35,0,4.1,19,1977,197,35,1,1.77,39.01,0,199.87
Produs Garden 322,Garden,offseason,110.78,72.48,0,3.9,798,393,39,10,1,2.54,34.57,0,120.42
Produs Automotive 620,Automotive,offseason,72.8,53.25,0,4.5,415,325,32,10,16,3.07,26.86,0,78.25
Produs Electronics 1068,Electronics,promo,239.66,152.9,0,4.4,385,1981,198,66,62,3.33,36.2,1,247.93
Produs Toys 1177,Toys,offseason,100.07,51.68,0,4.2,65,596,59,18,87,3.02,48.36,0,112.52
Produs Automotive 587,Automotive,holiday,352.95,227.23,20,4.5,488,2607,260,67,70,2.57,35.62,1,419.54
Produs Toys 948,Toys,promo,126.88,76.99,0,4.5,333,780,78,21,60,2.69,39.32,0,137.64
Produs Fashion 297,Fashion,normal,155.23,93.85,0,3.7,32,5364,536,184,38,3.43,39.54,0,180.07
Produs Books 452,Books,holiday,34.06,24.71,0,4.9,436,488,48,26,82,5.32,27.44,1,39.11
Produs Beauty 649,Beauty,promo,55.8,27.11,10,4.5,1311,2429,242,95,65,3.91,51.41,1,61.26
Produs Home 913,Home,promo,68.85,48.46,0,3.9,1027,2039,203,62,71,3.04,29.62,1,76.62
Produs Health 535,Health,normal,96.23,62.67,10,4.1,60,4814,481,195,1,4.05,34.87,1,114.61
Produs Automotive 280,Automotive,promo,63.56,44.7,5,3.9,198,2008,200,45,82,2.24,29.68,1,70.26
Produs Fashion 32,Fashion,normal,215.99,105.4,0,4.1,54,10476,1047,352,88,3.36,51.2,1,256.92
Produs Automotive 1128,Automotive,promo,102.43,59.27,20,4.4,19,1480,148,41,91,2.77,42.14,0,114.75
Produs Home 1061,Home,promo,57.36,23.73,0,4.0,134,2866,286,88,53,3.07,58.63,0,59.9
Produs Books 623,Books,promo,80.99,55.63,15,4.5,1101,1003,100,55,57,5.48,31.31,1,81.37
Produs Fashion 1036,Fashion,offseason,86.25,51.41,0,4.1,24,2645,264,118,45,4.46,40.4,0,110.4
Produs Automotive 846,Automotive,normal,354.96,208.54,0,4.7,3130,479,47,13,2,2.71,41.25,0,428.8
Produs Automotive 699,Automotive,holiday,291.26,208.63,0,3.9,56,1755,175,33,28,1.88,28.37,0,320.88
Produs Electronics 143,Electronics,normal,212.67,119.95,15,3.0,732,555,55,18,24,3.24,43.6,1,236.46
Produs Garden 1066,Garden,offseason,30.63,14.89,0,3.7,202,360,36,7,59,1.94,51.38,0,34.08
Produs Sports 787,Sports,normal,55.07,35.02,15,3.7,800,415,41,12,72,2.89,36.4,1,58.92
Produs Garden 915,Garden,promo,40.93,22.39,0,4.2,534,285,28,10,1,3.5,45.29,1,48.24
Produs Books 993,Books,holiday,69.77,48.28,10,4.5,141,1837,183,79,56,4.3,30.8,1,83.02
Produs Toys 360,Toys,holiday,44.03,27.26,0,3.8,83,9128,912,356,67,3.9,38.09,0,51.47
Produs Toys 813,Toys,normal,152.03,118.32,0,3.5,463,4985,498,171,1,3.43,22.17,1,165.29
Produs Books 805,Books,offseason,29.65,17.7,5,4.7,141,520,52,25,105,4.8,40.3,0,34.64
Produs Books 750,Books,holiday,48.49,27.38,0,5.0,98,7398,739,256,95,3.46,43.53,0,55.5
Produs Books 101,Books,offseason,133.0,72.42,0,5.0,901,1758,175,83,70,4.72,45.55,1,137.12
Produs Sports 491,Sports,offseason,173.06,99.63,0,4.3,401,4271,427,132,27,3.09,42.43,1,201.34
Produs Toys 436,Toys,holiday,67.23,48.19,20,4.0,73,2792,279,124,60,4.44,28.32,1,74.88
Produs Fashion 1010,Fashion,normal,137.97,91.65,0,4.3,7,7837,783,203,39,2.59,33.57,1,168.26
Produs Electronics 1118,Electronics,holiday,147.28,90.15,10,3.7,75,136,13,5,27,3.65,38.79,0,167.93
Produs Toys 172,Toys,offseason,299.64,204.98,0,3.6,62,1401,140,60,19,4.28,31.59,0,322.64
Produs Beauty 557,Beauty,holiday,78.34,47.82,0,4.4,212,2442,244,117,47,4.79,38.96,1,82.87
Produs Electronics 498,Electronics,holiday,92.43,50.99,0,3.9,431,1568,156,64,1,4.08,44.83,1,96.87
Produs Toys 74,Toys,promo,32.74,15.03,20,4.4,343,1125,112,53,92,4.71,54.08,1,37.99
Produs Toys 307,Toys,offseason,113.44,65.33,15,4.2,109,1621,162,60,35,3.7,42.41,1,128.64
Produs Electronics 871,Electronics,normal,88.38,60.73,0,3.8,81,11282,1128,440,33,3.9,31.28,0,96.51
Produs Fashion 958,Fashion,promo,157.67,92.98,0,4.4,7680,4708,470,105,44,2.23,41.03,1,179.59
Produs Electronics 913,Electronics,normal,161.23,82.76,15,3.4,783,12227,1222,527,93,4.31,48.67,1,175.83
Produs Electronics 722,Electronics,holiday,96.95,39.26,25,4.4,530,2028,202,57,88,2.81,59.5,1,114.83
Produs Fashion 406,Fashion,offseason,219.93,100.88,10,4.5,1601,6795,679,246,105,3.62,54.13,1,247.96
Produs Automotive 1127,Automotive,promo,58.32,35.04,0,4.7,90,852,85,33,27,3.87,39.91,0,61.65
Produs Electronics 887,Electronics,holiday,72.55,53.72,0,4.2,607,487,48,22,73,4.51,25.95,0,84.34
Produs Automotive 716,Automotive,promo,46.07,25.3,10,3.8,251,899,89,25,18,2.78,45.09,1,54.94
Produs Health 420,Health,promo,67.07,35.12,0,3.8,94,6923,692,243,104,3.51,47.64,1,74.04
